,audience_count,content_rating,runtime,production_company_popularity,actor_popularity,Main_Genre,director_popularity,author_popularity,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
3818,94,NR,96.0,WHO?,WHO?,Comedy,WHO?,WHO?,7,5,4
3819,2766,PG-13,100.0,WORLDCLASS,NOT THAT POPULAR,Horror,POPULAR,NOT THAT POPULAR,32,25,135
3822,5455,PG,92.0,NOT THAT POPULAR,NOT THAT POPULAR,Action & Adventure,PRETTY DECENT,NOT THAT POPULAR,2,4,2
3824,2373,R,93.0,SUPER POPULAR,PRETTY DECENT,Drama,PRETTY DECENT,PRETTY DECENT,17,15,32
3825,103,R,110.0,PRETTY DECENT,NOT POPULAR,Horror,SUPER POPULAR,POPULAR,5,3,6
3826,71031,R,94.0,SUPER POPULAR,POPULAR,Comedy,POPULAR,PRETTY DECENT,25,6,84
3827,1684,R,105.0,SUPER POPULAR,POPULAR,Classics,PRETTY DECENT,PRETTY DECENT,2,15,3
3828,8322,R,108.0,NOT THAT POPULAR,NOT THAT POPULAR,Comedy,NOT THAT POPULAR,NOT THAT POPULAR,4,2,10
3829,172,NR,97.0,PRETTY DECENT,POPULAR,Documentary,NOT POPULAR,NOT POPULAR,0,1,4
3830,5198,PG,103.0,SUPER POPULAR,NOT THAT POPULAR,Action & Adventure,PRETTY DECENT,NOT THAT POPULAR,8,31,1
3831,199,R,89.0,NOT POPULAR,NOT POPULAR,Drama,NOT POPULAR,NOT POPULAR,5,7,3
3832,1349,PG,124.0,WORLDCLASS,SUPER POPULAR,Drama,POPULAR,SUPER POPULAR,4,4,10
3834,3421,PG,126.0,NOT THAT POPULAR,POPULAR,Drama,POPULAR,PRETTY DECENT,30,20,56
3835,2508,NR,165.0,NOT THAT POPULAR,NOT THAT POPULAR,Art House & International,PRETTY DECENT,PRETTY DECENT,2,6,6
3836,811,R,121.0,PRETTY DECENT,NOT POPULAR,Comedy,PRETTY DECENT,PRETTY DECENT,18,73,9
3837,76,R,87.0,SUPER POPULAR,WHO?,Drama,NOT THAT POPULAR,WHO?,7,27,14
3838,50,R,97.0,WORLDCLASS,WHO?,Horror,NOT POPULAR,WHO?,5,11,14
3839,8526,R,109.0,WORLDCLASS,NOT THAT POPULAR,Drama,SUPER POPULAR,PRETTY DECENT,3,26,8
3840,8488,R,99.0,WORLDCLASS,POPULAR,Drama,PRETTY DECENT,PRETTY DECENT,12,3,35
3842,3236,R,102.0,WORLDCLASS,POPULAR,Drama,POPULAR,POPULAR,6,3,25
3843,13812,R,87.0,WORLDCLASS,PRETTY DECENT,Horror,PRETTY DECENT,PRETTY DECENT,4,20,9
3844,2710,R,139.0,PRETTY DECENT,NOT THAT POPULAR,Action & Adventure,PRETTY DECENT,PRETTY DECENT,1,4,3
3845,9190,PG,110.0,WORLDCLASS,SUPER POPULAR,Comedy,POPULAR,SUPER POPULAR,4,7,9
